Period,Site,Vendor,Distro,Item,Item name,Item size,Category,,Sub category,Sold qty,Amount
Jun-22,AECS1088,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS1096,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS1096,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS1099,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS1099,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS1099,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS1099,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS2009,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2009,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2009,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,3,105
Jun-22,AECS2009,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2010,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2010,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS2010,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2022,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2022,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,3,105
Jun-22,AECS2022,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS2024,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2033,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,4,140
Jun-22,AECS2053,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2058,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2058,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2063,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,6,210
Jun-22,AECS2073,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS2073,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2073,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2073,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2085,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2085,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,3,105
Jun-22,AECS2085,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS2085,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,3,105
Jun-22,AECS2085,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2089,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2089,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS2089,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS2090,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2091,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,3,105
Jun-22,AECS2091,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS2093,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2094,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2094,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2094,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS2100,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS4001,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4002,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4003,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4003,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4008,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4009,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4010,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4011,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4011,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,5,175
Jun-22,AECS4013,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4013,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4030,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4030,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS4030,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4030,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4030,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS4035,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5511,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5524,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5534,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5534,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5535,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5535,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5535,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5548,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5548,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5549,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5552,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5552,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5552,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5562,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5562,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5562,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5562,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5562,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5568,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5568,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5568,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5568,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104691,Sweet Yet Rich Fiery Flavor,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5568,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,3,105
Jun-22,AECS5578,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5594,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104688,Rich Tobacco With Vanilla Caramel Notes,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS5594,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,2,70
Jun-22,AECS5594,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,3,105
Jun-22,AECS5594,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,3,105
Jun-22,AECS7982,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104689,Sweet Strawberries and Spicy Lime,200G,211 - Cstore Tobacco,,21112 - Vapes,3,105
Jun-22,AECS7982,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104690,Ripe Banana And Refreshing Icy Mint,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
Jun-22,AECS7982,1095300 - VAPE DISTRIBUTION NETWORK FZ-LLC,,104692,Fruity Irresistible Berry Blends,200G,211 - Cstore Tobacco,,21112 - Vapes,1,35
